Time_Index,CO2_tons_MWh_1
2138,0.45
2139,0.45
2140,0.46
2141,0.45
2142,0.42
2143,0.42
2144,0.45
2145,0.45
2146,0.42
2147,0.44
2148,0.43
2149,0.43
2150,0.46
2151,0.43
2152,0.44
2153,0.43
2154,0.46
2155,0.42
2156,0.46
2157,0.44
2158,0.44
2159,0.46
2160,0.45
2161,0.46
2162,0.42
2163,0.46
2164,0.45
2165,0.44
2166,0.42
2167,0.43
2168,0.46
2169,0.45
2170,0.42
2171,0.45
2172,0.45
2173,0.45
2174,0.42
2175,0.44
2176,0.46
2177,0.44
2178,0.45
2179,0.42
2180,0.46
2181,0.44
2182,0.46
2183,0.45
2184,0.46
2185,0.46
2186,0.45
2187,0.45
2188,0.42
2189,0.43
2190,0.42
2191,0.43
2192,0.45
2193,0.43
2194,0.43
2195,0.44
2196,0.42
2197,0.45
2198,0.42
2199,0.45
2200,0.46
2201,0.44
2202,0.42
2203,0.44
2204,0.46
2205,0.46
2206,0.44
2207,0.46
2208,0.43
2209,0.46
2210,0.46
2211,0.44
2212,0.42
2213,0.46
2214,0.46
2215,0.46
2216,0.42
2217,0.43
2218,0.42
2219,0.44
2220,0.43
2221,0.44
2222,0.43
2223,0.45
2224,0.43
2225,0.44
2226,0.45
2227,0.45
2228,0.46
2229,0.43
2230,0.46
2231,0.44
2232,0.44
2233,0.46
2234,0.42
2235,0.46
2236,0.46
2237,0.45
2238,0.46
2239,0.45
2240,0.43
2241,0.42
2242,0.46
2243,0.45
2244,0.43
2245,0.45
2246,0.42
2247,0.44
2248,0.45
2249,0.46
2250,0.43
2251,0.45
2252,0.46
2253,0.44
2254,0.46
2255,0.42
2256,0.46
2257,0.42
2258,0.44
2259,0.44
2260,0.44
2261,0.44
2262,0.42
2263,0.43
2264,0.44
2265,0.44
2266,0.43
2267,0.43
2268,0.42
2269,0.46
2270,0.42
2271,0.45
2272,0.45
2273,0.44
2274,0.46
2275,0.45
2276,0.44
2277,0.45
2278,0.44
2279,0.44
2280,0.45
2281,0.44
2282,0.46
2283,0.44
2284,0.45
2285,0.43
2286,0.44
2287,0.44
2288,0.43
2289,0.42
2290,0.43
2291,0.45
2292,0.43
2293,0.42
2294,0.42
2295,0.44
2296,0.44
2297,0.43
2298,0.44
2299,0.46
2300,0.43
2301,0.43
2302,0.43
2303,0.46
2304,0.44
2305,0.42
2306,0.45
2307,0.45
2308,0.42
2309,0.44
2310,0.46
2311,0.42
2312,0.43
2313,0.45
2314,0.42
2315,0.42
2316,0.46
2317,0.43
2318,0.45
2319,0.43
2320,0.45
2321,0.42
2322,0.43
2323,0.44
2324,0.46
2325,0.42
2326,0.44
2327,0.46
2328,0.43
2329,0.43
2330,0.46
2331,0.45
2332,0.44
2333,0.44
2334,0.44
2335,0.46
2336,0.43
2337,0.46
2338,0.43
2339,0.44
2340,0.45
2341,0.42
2342,0.43
2343,0.46
2344,0.46
2345,0.45
2346,0.43
2347,0.42
2348,0.44
2349,0.46
2350,0.45
2351,0.45
2352,0.45
2353,0.42
2354,0.44
2355,0.42
2356,0.45
2357,0.43
2358,0.43
2359,0.44
2360,0.43
2361,0.46
2362,0.45
2363,0.44
2364,0.46
2365,0.44
2366,0.42
2367,0.42
2368,0.45
2369,0.44
2370,0.42
2371,0.42
2372,0.44
2373,0.44
2374,0.45
2375,0.45
2376,0.44
2377,0.46
2378,0.42
2379,0.42
2380,0.45
2381,0.43
2382,0.46
2383,0.43
2384,0.45
2385,0.43
2386,0.43
2387,0.44
2388,0.45
2389,0.45
2390,0.45
2391,0.42
2392,0.44
2393,0.44
2394,0.46
2395,0.43
2396,0.44
2397,0.43
2398,0.42
2399,0.43
2400,0.42
2401,0.42
2402,0.46
2403,0.42
2404,0.42
2405,0.45
2406,0.42
2407,0.44
2408,0.43
2409,0.43
2410,0.45
2411,0.44
2412,0.43
2413,0.46
2414,0.45
2415,0.42
2416,0.42
2417,0.43
2418,0.42
2419,0.42
2420,0.42
2421,0.43
2422,0.42
2423,0.46
2424,0.45
2425,0.45
2426,0.46
2427,0.46
2428,0.44
2429,0.45
2430,0.43
2431,0.46
2432,0.45
2433,0.43
2434,0.44
2435,0.45
2436,0.45
2437,0.46
2438,0.44
2439,0.44
2440,0.43
2441,0.44
2442,0.44
2443,0.43
2444,0.45
2445,0.44
2446,0.42
2447,0.44
2448,0.43
2449,0.43
2450,0.42
2451,0.45
2452,0.46
2453,0.43
2454,0.46
2455,0.46
2456,0.43
2457,0.44
2458,0.42
2459,0.44
2460,0.42
2461,0.43
2462,0.46
2463,0.42
2464,0.44
2465,0.43
2466,0.42
2467,0.42
2468,0.46
2469,0.44
2470,0.46
2471,0.43
2472,0.44
2473,0.46
2474,0.43
2475,0.46
2476,0.44
2477,0.42
2478,0.42
2479,0.42
2480,0.44
2481,0.46
2482,0.43
2483,0.42
2484,0.43
2485,0.44
2486,0.42
2487,0.43
2488,0.43
2489,0.45
2490,0.44
2491,0.46
2492,0.42
2493,0.46
2494,0.44
2495,0.44
2496,0.44
2497,0.46
2498,0.42
2499,0.45
2500,0.46
2501,0.43
2502,0.42
2503,0.43
2504,0.42
2505,0.44
2506,0.46
2507,0.45
2508,0.44
2509,0.42
2510,0.45
2511,0.42
2512,0.44
2513,0.46
2514,0.45
2515,0.45
2516,0.42
2517,0.44
2518,0.43
2519,0.44
2520,0.46
2521,0.46
2522,0.46
2523,0.45
2524,0.45
2525,0.44
2526,0.43
2527,0.46
2528,0.42
2529,0.42
2530,0.46
2531,0.46
2532,0.45
2533,0.45
2534,0.46
2535,0.44
2536,0.44
2537,0.46
2538,0.46
2539,0.44
2540,0.43
2541,0.46
2542,0.46
2543,0.44
2544,0.45
2545,0.46
2546,0.46
2547,0.44
2548,0.46
2549,0.43
2550,0.42
2551,0.44
2552,0.42
2553,0.46
2554,0.46
2555,0.46
2556,0.42
2557,0.42
2558,0.46
2559,0.45
2560,0.42
2561,0.43
2562,0.42
2563,0.46
2564,0.43
2565,0.42
2566,0.43
2567,0.43
2568,0.43
2569,0.43
2570,0.42
2571,0.42
2572,0.46
2573,0.46
2574,0.46
2575,0.44
2576,0.43
2577,0.44
2578,0.44
2579,0.43
2580,0.43
2581,0.46
2582,0.44
2583,0.45
2584,0.42
2585,0.44
2586,0.46
2587,0.45
2588,0.43
2589,0.42
2590,0.43
2591,0.42
2592,0.46
2593,0.44
2594,0.42
2595,0.43
2596,0.42
2597,0.43
2598,0.44
2599,0.43
2600,0.42
2601,0.42
2602,0.42
2603,0.45
2604,0.44
2605,0.44
2606,0.43
2607,0.44
2608,0.43
2609,0.43
2610,0.43
2611,0.43
2612,0.45
2613,0.45
2614,0.45
2615,0.44
2616,0.42
2617,0.44
2618,0.42
2619,0.43
2620,0.46
2621,0.44
2622,0.43
2623,0.44
2624,0.45
2625,0.46
2626,0.44
2627,0.42
2628,0.42
2629,0.45
2630,0.42
2631,0.44
2632,0.45
2633,0.42
2634,0.46
2635,0.43
2636,0.43
2637,0.42
2638,0.42
2639,0.46
2640,0.44
2641,0.42
2642,0.43
2643,0.42
2644,0.43
2645,0.45
2646,0.42
2647,0.45
2648,0.42
2649,0.43
2650,0.45
2651,0.44
2652,0.43
2653,0.45
2654,0.42
2655,0.45
2656,0.45
2657,0.44
2658,0.45
2659,0.44
2660,0.44
2661,0.42
2662,0.46
2663,0.44
2664,0.43
2665,0.46
2666,0.45
2667,0.46
2668,0.45
2669,0.44
2670,0.43
2671,0.45
2672,0.44
2673,0.46
2674,0.44
2675,0.45
2676,0.46
2677,0.46
2678,0.42
2679,0.42
2680,0.44
2681,0.45
2682,0.42
2683,0.44
2684,0.44
2685,0.43
2686,0.42
2687,0.43
2688,0.42
2689,0.43
2690,0.45
2691,0.46
2692,0.42
2693,0.42
2694,0.42
2695,0.43
2696,0.42
2697,0.43
2698,0.44
2699,0.42
2700,0.42
2701,0.42
2702,0.42
2703,0.44
2704,0.42
2705,0.46
2706,0.44
2707,0.46
2708,0.46
2709,0.46
2710,0.42
2711,0.43
2712,0.42
2713,0.45
2714,0.46
2715,0.46
2716,0.42
2717,0.46
2718,0.43
2719,0.45
2720,0.45
2721,0.43
2722,0.42
2723,0.42
2724,0.46
2725,0.42
2726,0.42
2727,0.44
2728,0.43
2729,0.43
2730,0.43
2731,0.46
2732,0.44
2733,0.45
2734,0.44
2735,0.45
2736,0.44
2737,0.45
2738,0.44
2739,0.42
2740,0.42
2741,0.44
2742,0.43
2743,0.43
2744,0.43
2745,0.45
2746,0.43
2747,0.43
2748,0.46
2749,0.45
2750,0.46
2751,0.44
2752,0.45
2753,0.42
2754,0.42
2755,0.44
2756,0.45
2757,0.42
2758,0.42
2759,0.45
2760,0.46
2761,0.46
2762,0.46
2763,0.42
2764,0.45
2765,0.43
2766,0.45
2767,0.45
2768,0.43
2769,0.43
2770,0.46
2771,0.43
2772,0.43
2773,0.45
2774,0.46
2775,0.43
2776,0.44
2777,0.43
2778,0.42
2779,0.45
2780,0.42
2781,0.44
2782,0.46
2783,0.46
2784,0.45
2785,0.46
2786,0.44
2787,0.44
2788,0.46
2789,0.42
2790,0.46
2791,0.46
2792,0.43
2793,0.46
2794,0.46
2795,0.42
2796,0.46
2797,0.44
2798,0.43
2799,0.43
2800,0.45
2801,0.44
2802,0.43
2803,0.44
2804,0.44
2805,0.42
2806,0.43
2807,0.45
2808,0.43
2809,0.42
2810,0.42
2811,0.46
2812,0.45
2813,0.45
2814,0.42
2815,0.42
2816,0.46
2817,0.42
2818,0.43
2819,0.44
2820,0.42
2821,0.46
2822,0.44
2823,0.46
2824,0.45
2825,0.44
2826,0.45
2827,0.46
2828,0.45
2829,0.44
2830,0.45
2831,0.43
2832,0.45
2833,0.43
2834,0.45
2835,0.43
2836,0.46
2837,0.45
2838,0.45
2839,0.43
2840,0.42
2841,0.42
2842,0.42
2843,0.44
2844,0.43
2845,0.46
2846,0.46
2847,0.46
2848,0.44
2849,0.44
2850,0.42
2851,0.43
2852,0.43
2853,0.45
2854,0.44
2855,0.42
2856,0.46
2857,0.45
2858,0.42
2859,0.46
2860,0.46
2861,0.44
2862,0.42
2863,0.46
2864,0.43
2865,0.45
2866,0.44
2867,0.44
2868,0.43
2869,0.46
2870,0.42
2871,0.43
2872,0.45
2873,0.43
2874,0.42
2875,0.45
2876,0.43
2877,0.44
2878,0.42
2879,0.44
2880,0.42
2881,0.46
2882,0.45
2883,0.44
2884,0.43
2885,0.44
2886,0.42
2887,0.46
2888,0.44
2889,0.43
2890,0.46
2891,0.46
2892,0.44
2893,0.43
2894,0.42
2895,0.46
2896,0.45
2897,0.44
2898,0.44
2899,0.45
2900,0.42
2901,0.44
2902,0.44
2903,0.42
2904,0.43
2905,0.46
2906,0.44
2907,0.46
2908,0.44
2909,0.46
2910,0.42
2911,0.43
2912,0.43
2913,0.46
2914,0.43
2915,0.44
2916,0.46
2917,0.43
2918,0.46
2919,0.45
2920,0.44
2921,0.43
2922,0.42
2923,0.46
2924,0.45
2925,0.46
2926,0.44
2927,0.42
2928,0.46
2929,0.42
2930,0.42
2931,0.45
2932,0.45
2933,0.42
2934,0.42
2935,0.46
2936,0.43
2937,0.45
2938,0.45
2939,0.46
2940,0.46
2941,0.42
2942,0.46
2943,0.42
2944,0.43
2945,0.44
2946,0.45
2947,0.42
2948,0.43
2949,0.45
2950,0.46
2951,0.44
2952,0.42
2953,0.44
2954,0.46
2955,0.45
2956,0.45
2957,0.44
2958,0.45
2959,0.42
2960,0.42
2961,0.43
2962,0.46
2963,0.44
2964,0.42
2965,0.42
2966,0.45
2967,0.43
2968,0.44
2969,0.44
2970,0.44
2971,0.43
2972,0.46
2973,0.44
2974,0.43
2975,0.44
2976,0.44
2977,0.43
2978,0.43
2979,0.42
2980,0.42
2981,0.46
2982,0.45
2983,0.44
2984,0.45
2985,0.43
2986,0.43
2987,0.43
2988,0.46
2989,0.45
2990,0.43
2991,0.44
2992,0.45
2993,0.44
2994,0.46
2995,0.42
2996,0.46
2997,0.42
2998,0.45
2999,0.46
3000,0.45
3001,0.42
3002,0.45
3003,0.42
3004,0.45
3005,0.46
3006,0.44
3007,0.43
3008,0.44
3009,0.44
3010,0.44
3011,0.43
3012,0.45
3013,0.42
3014,0.46
3015,0.43
3016,0.44
3017,0.44
3018,0.43
3019,0.42
3020,0.42
3021,0.45
3022,0.44
3023,0.43
3024,0.45
3025,0.42
3026,0.45
3027,0.43
3028,0.44
3029,0.45
3030,0.44
3031,0.46
3032,0.46
3033,0.42
3034,0.45
3035,0.45
3036,0.42
3037,0.46
3038,0.45
3039,0.44
3040,0.42
3041,0.44
3042,0.43
3043,0.46
3044,0.45
3045,0.46
3046,0.44
3047,0.46
3048,0.43
3049,0.42
3050,0.43
3051,0.43
3052,0.43
3053,0.45
3054,0.45
3055,0.42
3056,0.45
3057,0.43
3058,0.42
3059,0.46
3060,0.46
3061,0.44
3062,0.46
3063,0.43
3064,0.42
3065,0.44
3066,0.44
3067,0.45
3068,0.45
3069,0.42
3070,0.44
3071,0.46
3072,0.44
3073,0.44
3074,0.44
3075,0.42
3076,0.44
3077,0.46
3078,0.43
3079,0.44
3080,0.46
3081,0.44
3082,0.43
3083,0.44
3084,0.44
3085,0.44
3086,0.42
3087,0.43
3088,0.42
3089,0.43
3090,0.43
3091,0.46
3092,0.42
3093,0.44
3094,0.44
3095,0.42
3096,0.46
3097,0.43
3098,0.46
3099,0.42
3100,0.46
3101,0.45
3102,0.45
3103,0.42
3104,0.42
3105,0.43
3106,0.45
3107,0.42
3108,0.46
3109,0.43
3110,0.46
3111,0.45
3112,0.44
3113,0.45
3114,0.43
3115,0.45
3116,0.45
3117,0.43
3118,0.43
3119,0.45
3120,0.45
3121,0.45
3122,0.46
3123,0.46
3124,0.43
3125,0.43
3126,0.45
3127,0.45
3128,0.44
3129,0.45
3130,0.43
3131,0.43
3132,0.45
3133,0.42
3134,0.42
3135,0.45
3136,0.42
3137,0.44
3138,0.45
3139,0.45
3140,0.42
3141,0.45
3142,0.43
3143,0.46
3144,0.43
3145,0.42
3146,0.43
3147,0.43
3148,0.45
3149,0.45
3150,0.42
3151,0.44
3152,0.43
3153,0.43
3154,0.44
3155,0.43
3156,0.44
3157,0.42
3158,0.44
3159,0.45
3160,0.45
3161,0.42
3162,0.44
3163,0.44
3164,0.43
3165,0.46
3166,0.43
3167,0.46
3168,0.42
3169,0.44
3170,0.45
3171,0.43
3172,0.43
3173,0.42
3174,0.44
3175,0.45
3176,0.42
3177,0.43
3178,0.44
3179,0.44
3180,0.43
3181,0.44
3182,0.43
3183,0.46
3184,0.42
3185,0.46
3186,0.46
3187,0.46
3188,0.43
3189,0.45
3190,0.44
3191,0.46
3192,0.44
3193,0.44
3194,0.45
3195,0.43
3196,0.43
3197,0.43
3198,0.43
3199,0.44
3200,0.43
3201,0.42
3202,0.43
3203,0.45
3204,0.44
3205,0.42
3206,0.46
3207,0.44
3208,0.46
3209,0.45
3210,0.46
3211,0.46
3212,0.45
3213,0.43
3214,0.46
3215,0.42
3216,0.42
3217,0.45
3218,0.43
3219,0.43
3220,0.45
3221,0.46
3222,0.45
3223,0.43
3224,0.46
3225,0.44
3226,0.42
3227,0.43
3228,0.45
3229,0.46
3230,0.44
3231,0.46
3232,0.46
3233,0.44
3234,0.44
3235,0.43
3236,0.43
3237,0.46
3238,0.46
3239,0.44
3240,0.42
3241,0.45
3242,0.44
3243,0.45
3244,0.45
3245,0.44
3246,0.46
3247,0.42
3248,0.43
3249,0.43
3250,0.42
3251,0.44
3252,0.44
3253,0.43
3254,0.45
3255,0.44
3256,0.46
3257,0.42
3258,0.43
3259,0.43
3260,0.43
3261,0.45
3262,0.45
3263,0.43
3264,0.44
3265,0.44
3266,0.45
3267,0.44
3268,0.46
3269,0.43
3270,0.43
3271,0.43
3272,0.43
3273,0.45
3274,0.44
3275,0.42
3276,0.44
3277,0.44
3278,0.42
3279,0.45
3280,0.42
3281,0.43
3282,0.42
3283,0.44
3284,0.45
3285,0.42
3286,0.45
3287,0.44
3288,0.42
3289,0.44
3290,0.45
3291,0.44
3292,0.46
3293,0.44
3294,0.44
3295,0.43
3296,0.45
3297,0.43
3298,0.46
3299,0.45
3300,0.43
3301,0.42
3302,0.46
3303,0.46
3304,0.43
3305,0.45
3306,0.42
3307,0.42
3308,0.43
3309,0.42
3310,0.43
3311,0.42
3312,0.44
3313,0.45
3314,0.45
3315,0.43
3316,0.42
3317,0.42
3318,0.44
3319,0.45
3320,0.43
3321,0.44
3322,0.46
3323,0.43
3324,0.43
3325,0.42
3326,0.46
3327,0.42
3328,0.46
3329,0.42
3330,0.46
3331,0.44
3332,0.43
3333,0.45
3334,0.42
3335,0.42
3336,0.45
3337,0.42
3338,0.43
3339,0.44
3340,0.46
3341,0.45
3342,0.46
3343,0.43
3344,0.46
3345,0.42
3346,0.43
3347,0.44
3348,0.45
3349,0.45
3350,0.44
3351,0.45
3352,0.42
3353,0.46
3354,0.46
3355,0.45
3356,0.45
3357,0.46
3358,0.46
3359,0.45
3360,0.46
3361,0.44
3362,0.46
3363,0.46
3364,0.46
3365,0.46
3366,0.42
3367,0.42
3368,0.45
3369,0.44
3370,0.43
3371,0.42
3372,0.42
3373,0.45
3374,0.46
3375,0.42
3376,0.46
3377,0.42
3378,0.43
3379,0.46
3380,0.45
3381,0.42
3382,0.45
3383,0.45
3384,0.43
3385,0.42
3386,0.46
3387,0.45
3388,0.43
3389,0.45
3390,0.46
3391,0.45
3392,0.46
3393,0.44
3394,0.42
3395,0.42
3396,0.43
3397,0.43
3398,0.45
3399,0.46
3400,0.46
3401,0.44
3402,0.43
3403,0.46
3404,0.43
3405,0.45
3406,0.45
3407,0.45
3408,0.43
3409,0.44
3410,0.45
3411,0.44
3412,0.45
3413,0.42
3414,0.46
3415,0.43
3416,0.42
3417,0.42
3418,0.44
3419,0.45
3420,0.44
3421,0.45
3422,0.45
3423,0.44
3424,0.45
3425,0.44
3426,0.45
3427,0.44
3428,0.43
3429,0.43
3430,0.46
3431,0.44
3432,0.42
3433,0.45
3434,0.46
3435,0.42
3436,0.45
3437,0.43
3438,0.45
3439,0.43
3440,0.42
3441,0.43
3442,0.43
3443,0.43
3444,0.42
3445,0.46
3446,0.45
3447,0.43
3448,0.44
3449,0.45
3450,0.46
3451,0.43
3452,0.46
3453,0.45
3454,0.42
3455,0.42
3456,0.44
3457,0.45
3458,0.46
3459,0.45
3460,0.44
3461,0.46
3462,0.45
3463,0.42
3464,0.44
3465,0.44
3466,0.45
3467,0.44
3468,0.44
3469,0.45
3470,0.43
3471,0.45
3472,0.45
3473,0.43
3474,0.42
3475,0.45
3476,0.44
3477,0.46
3478,0.45
3479,0.43
3480,0.45
3481,0.45
3482,0.45
3483,0.44
3484,0.43
3485,0.44
3486,0.42
3487,0.45
3488,0.43
3489,0.43
3490,0.46
3491,0.43
3492,0.42
3493,0.43
3494,0.44
3495,0.42
3496,0.43
3497,0.42
3498,0.44
3499,0.45
3500,0.46
3501,0.43
3502,0.46
3503,0.45
3504,0.43
3505,0.43
3506,0.42
3507,0.43
3508,0.45
3509,0.44
3510,0.42
3511,0.46
3512,0.43
3513,0.46
3514,0.43
3515,0.46
3516,0.44
3517,0.43
3518,0.43
3519,0.43
3520,0.43
3521,0.42
3522,0.43
3523,0.46
3524,0.45
3525,0.45
3526,0.44
3527,0.42
3528,0.43
3529,0.45
3530,0.43
3531,0.44
3532,0.45
3533,0.45
3534,0.46
3535,0.43
3536,0.45
3537,0.45
3538,0.43
3539,0.46
3540,0.43
3541,0.45
3542,0.44
3543,0.45
3544,0.46
3545,0.43
3546,0.42
3547,0.45
3548,0.43
3549,0.42
3550,0.44
3551,0.42
3552,0.42
3553,0.44
3554,0.46
3555,0.43
3556,0.45
3557,0.45
3558,0.45
3559,0.43
3560,0.42
3561,0.44
3562,0.43
3563,0.44
3564,0.46
3565,0.43
3566,0.46
3567,0.46
3568,0.44
3569,0.45
3570,0.43
3571,0.42
3572,0.46
3573,0.43
3574,0.45
3575,0.44
3576,0.42
3577,0.43
3578,0.42
3579,0.43
3580,0.42
3581,0.43
3582,0.46
3583,0.42
3584,0.45
3585,0.42
3586,0.42
3587,0.43
3588,0.44
3589,0.44
3590,0.43
3591,0.43
3592,0.45
3593,0.43
3594,0.45
3595,0.42
3596,0.45
3597,0.44
3598,0.42
3599,0.46
3600,0.42
3601,0.46
3602,0.44
3603,0.46
3604,0.42
3605,0.42
3606,0.43
3607,0.45
3608,0.42
3609,0.45
3610,0.42
3611,0.42
3612,0.42
3613,0.46
3614,0.43
3615,0.45
3616,0.43
3617,0.43
3618,0.45
3619,0.45
3620,0.45
3621,0.43
3622,0.46
3623,0.46
3624,0.42
3625,0.44
3626,0.45
3627,0.44
3628,0.44
3629,0.46
3630,0.45
3631,0.44
3632,0.46
3633,0.43
3634,0.42
3635,0.44
3636,0.45
3637,0.45
3638,0.43
3639,0.46
3640,0.44
3641,0.42
3642,0.43
3643,0.42
3644,0.46
3645,0.42
3646,0.44
3647,0.44
3648,0.46
3649,0.46
3650,0.44
3651,0.45
3652,0.46
3653,0.45
3654,0.42
3655,0.44
3656,0.42
3657,0.43
3658,0.44
3659,0.45
3660,0.43
3661,0.42
3662,0.45
3663,0.46
3664,0.45
3665,0.45
3666,0.46
3667,0.45
3668,0.43
3669,0.42
3670,0.45
3671,0.42
3672,0.42
3673,0.43
3674,0.43
3675,0.44
3676,0.45
3677,0.45
3678,0.46
3679,0.43
3680,0.43
3681,0.42
3682,0.43
3683,0.44
3684,0.42
3685,0.44
3686,0.44
3687,0.43
3688,0.46
3689,0.44
3690,0.45
3691,0.43
3692,0.45
3693,0.44
3694,0.42
3695,0.44
3696,0.42
3697,0.43
3698,0.46
3699,0.42
3700,0.45
3701,0.46
3702,0.44
3703,0.43
3704,0.45
3705,0.42
3706,0.44
3707,0.46
3708,0.45
3709,0.43
3710,0.42
3711,0.44
3712,0.43
3713,0.43
3714,0.43
3715,0.43
3716,0.44
3717,0.46
3718,0.45
3719,0.44
3720,0.43
3721,0.44
3722,0.46
3723,0.44
3724,0.43
3725,0.43
3726,0.45
3727,0.46
3728,0.44
3729,0.46
3730,0.43
3731,0.44
3732,0.43
3733,0.44
3734,0.44
3735,0.45
3736,0.43
3737,0.42
3738,0.45
3739,0.46
3740,0.44
3741,0.42
3742,0.43
3743,0.46
3744,0.43
3745,0.46
3746,0.42
3747,0.43
3748,0.43
3749,0.44
3750,0.46
3751,0.45
3752,0.45
3753,0.45
3754,0.45
3755,0.45
3756,0.42
3757,0.45
3758,0.43
3759,0.45
3760,0.44
3761,0.44
3762,0.44
3763,0.46
3764,0.42
3765,0.42
3766,0.46
3767,0.43
3768,0.45
3769,0.46
3770,0.42
3771,0.46
3772,0.42
3773,0.46
3774,0.45
3775,0.43
3776,0.44
3777,0.42
3778,0.45
3779,0.44
3780,0.46
3781,0.45
3782,0.46
3783,0.44
3784,0.43
3785,0.46
3786,0.44
3787,0.45
3788,0.44
3789,0.44
3790,0.46
3791,0.43
3792,0.42
3793,0.44
3794,0.44
3795,0.46
3796,0.43
3797,0.46
3798,0.44
3799,0.45
3800,0.46
3801,0.45
3802,0.44
3803,0.46
3804,0.43
3805,0.43
3806,0.42
3807,0.44
3808,0.46
3809,0.42
3810,0.43
3811,0.45
3812,0.44
3813,0.42
3814,0.44
3815,0.45
3816,0.44
3817,0.45
3818,0.45
3819,0.43
3820,0.46
3821,0.43
3822,0.44
3823,0.43
3824,0.42
3825,0.45
3826,0.42
3827,0.42
3828,0.43
3829,0.46
3830,0.43
3831,0.43
3832,0.46
3833,0.45
3834,0.42
3835,0.44
3836,0.42
3837,0.45
3838,0.42
3839,0.42
3840,0.46
3841,0.46
3842,0.46
3843,0.46
3844,0.43
3845,0.46
3846,0.45
3847,0.43
3848,0.45
3849,0.43
3850,0.42
3851,0.44
3852,0.43
3853,0.44
3854,0.43
3855,0.46
3856,0.43
3857,0.43
3858,0.46
3859,0.42
3860,0.43
3861,0.43
3862,0.44
3863,0.44
3864,0.43
3865,0.46
3866,0.43
3867,0.43
3868,0.46
3869,0.44
3870,0.46
3871,0.43
3872,0.43
3873,0.42
3874,0.45
3875,0.44
3876,0.45
3877,0.45
3878,0.42
3879,0.46
3880,0.43
3881,0.42
3882,0.43
3883,0.46
3884,0.45
3885,0.43
3886,0.46
3887,0.42
3888,0.42
3889,0.42
3890,0.42
3891,0.42
3892,0.46
3893,0.42
3894,0.46
3895,0.43
3896,0.43
3897,0.44
3898,0.44
3899,0.43
3900,0.46
3901,0.46
3902,0.42
3903,0.43
3904,0.46
3905,0.43
3906,0.46
3907,0.43
3908,0.45
3909,0.42
3910,0.42
3911,0.45
3912,0.44
3913,0.45
3914,0.42
3915,0.44
3916,0.44
3917,0.42
3918,0.45
3919,0.44
3920,0.42
3921,0.46
3922,0.42
3923,0.43
3924,0.42
3925,0.45
3926,0.44
3927,0.42
3928,0.42
3929,0.42
3930,0.44
3931,0.43
3932,0.44
3933,0.44
3934,0.46
3935,0.45
3936,0.42
3937,0.46
3938,0.44
3939,0.44
3940,0.43
3941,0.44
3942,0.45
3943,0.43
3944,0.42
3945,0.46
3946,0.46
3947,0.45
3948,0.44
3949,0.42
3950,0.42
3951,0.46
3952,0.43
3953,0.45
3954,0.46
3955,0.44
3956,0.42
3957,0.44
3958,0.44
3959,0.46
3960,0.45
3961,0.42
3962,0.46
3963,0.46
3964,0.42
3965,0.43
3966,0.43
3967,0.44
3968,0.43
3969,0.43
3970,0.44
3971,0.42
3972,0.46
3973,0.43
3974,0.43
3975,0.45
3976,0.43
3977,0.46
3978,0.46
3979,0.45
3980,0.46
3981,0.45
3982,0.44
3983,0.46
3984,0.43
3985,0.43
3986,0.45
3987,0.46
3988,0.43
3989,0.46
3990,0.43
3991,0.42
3992,0.42
3993,0.44
3994,0.42
3995,0.45
3996,0.42
3997,0.45
3998,0.42
3999,0.43
4000,0.42
4001,0.42
4002,0.44
4003,0.46
4004,0.46
4005,0.44
4006,0.44
4007,0.43
4008,0.45
4009,0.42
4010,0.43
4011,0.46
4012,0.46
4013,0.45
4014,0.43
4015,0.46
4016,0.43
4017,0.43
4018,0.46
4019,0.44
4020,0.45
4021,0.44
4022,0.44
4023,0.46
4024,0.45
4025,0.46
4026,0.42
4027,0.43
4028,0.46
4029,0.44
4030,0.43
4031,0.44
4032,0.45
4033,0.43
4034,0.42
4035,0.43
4036,0.43
4037,0.46
4038,0.43
4039,0.42
4040,0.45
4041,0.45
4042,0.46
4043,0.44
4044,0.46
4045,0.42
4046,0.46
4047,0.45
4048,0.43
4049,0.43
4050,0.44
4051,0.44
4052,0.42
4053,0.42
4054,0.42
4055,0.45
4056,0.45
4057,0.44
4058,0.44
4059,0.45
4060,0.46
4061,0.44
4062,0.46
4063,0.46
4064,0.45
4065,0.43
4066,0.44
4067,0.42
4068,0.42
4069,0.46
4070,0.45
4071,0.42
4072,0.42
4073,0.43
4074,0.45
4075,0.46
4076,0.44
4077,0.46
4078,0.46
4079,0.46
4080,0.42
4081,0.44
4082,0.42
4083,0.44
4084,0.42
4085,0.42
4086,0.44
4087,0.43
4088,0.46
4089,0.46
4090,0.46
4091,0.43
4092,0.42
4093,0.43
4094,0.45
4095,0.44
4096,0.43
4097,0.44
4098,0.44
4099,0.44
4100,0.43
4101,0.45
4102,0.44
4103,0.42
4104,0.44
4105,0.44
4106,0.42
4107,0.45
4108,0.44
4109,0.43
4110,0.46
4111,0.45
4112,0.45
4113,0.42
4114,0.45
4115,0.43
4116,0.43
4117,0.45
4118,0.43
4119,0.42
4120,0.45
4121,0.42
4122,0.45
4123,0.43
4124,0.46
4125,0.45
4126,0.45
4127,0.45
4128,0.46
4129,0.44
4130,0.44
4131,0.46
4132,0.46
4133,0.46
4134,0.46
