Time_Index,BuyPriceDelta_1,SellPriceDelta_1
1406,15.1,11.5
1407,11.2,10
1408,23.8,13.4
1409,13,17
1410,14.9,19.4
1411,11.5,21.1
1412,22.8,23.5
1413,11.7,28.3
1414,24.8,29.1
1415,20.4,16.6
1416,26.7,27.2
1417,24.6,12.2
1418,16,16.1
1419,10.7,20.3
1420,11.4,19.4
1421,20.6,12.8
1422,12.4,28.5
1423,19.3,27.9
1424,11.1,17.6
1425,18.4,22.4
1426,19.7,24.9
1427,23.4,26.7
1428,16.1,21.4
1429,13.7,20.4
1430,11.3,12.5
1431,20.8,11.1
1432,19.9,20.5
1433,25.8,19
1434,18,27.1
1435,27.5,10
1436,14.5,14.9
1437,24.8,20.2
1438,15.8,11.4
1439,27.4,24.1
1440,22.8,27.5
1441,21.4,28.1
1442,21.5,17
1443,19.5,27.4
1444,20.4,18
1445,19.8,22.1
1446,15.2,24.8
1447,27.9,19
1448,17.5,17.8
1449,11,28.2
1450,22.2,26.6
1451,14.6,19.6
1452,23.7,22.2
1453,18,29.7
1454,22.9,27.2
1455,25.4,20
1456,19.5,15.8
1457,21.9,20.1
1458,27.5,14.3
1459,15.5,13.2
1460,10.5,29.6
1461,27.5,18.9
1462,11.2,24.2
1463,21.2,24.2
1464,10.3,16.5
1465,22.4,13.2
1466,17.6,19.2
1467,28.7,19.1
1468,22.7,15.6
1469,10.6,27.9
1470,12.9,20.7
1471,15.7,17.5
1472,20.6,29.5
1473,14.6,14.9
1474,10.3,22.9
1475,16.9,12.9
1476,29.3,28
1477,18.9,19.4
1478,19,19.2
1479,13.8,26.1
1480,11.4,16.8
1481,25.1,12.4
1482,19,10.9
1483,10.3,13.4
1484,29.4,28.8
1485,24.4,15.6
1486,29,13.7
1487,27,24.2
1488,10.6,23.1
1489,16.7,15.5
1490,24.1,25
1491,12.9,13.1
1492,20.1,25.1
1493,11.8,17.8
1494,12.3,19.5
1495,17.1,15.8
1496,21.7,28.2
1497,10,13
1498,25.3,19.6
1499,18.8,26.8
1500,29.3,26.6
1501,21.2,26.1
1502,18.5,17.7
1503,29.8,20.9
1504,13.7,20.4
1505,12.8,28.5
1506,20.4,22.5
1507,13.4,25.5
1508,17.2,16.9
1509,25.4,13.5
1510,22.7,29.9
1511,25.1,19.3
1512,17.5,14.5
1513,18.2,15.2
1514,27.1,10.4
1515,12.6,28.9
1516,22.3,25.3
1517,23.4,12.7
1518,13,25.3
1519,23.3,10.8
1520,22.1,16.9
1521,21.6,12.1
1522,25.9,12
1523,15.4,24.5
1524,16.2,20
1525,18,18.6
1526,26.8,15.5
1527,19.3,22.2
1528,23.1,10.6
1529,27.3,17.6
1530,28.5,21.4
1531,12.1,26.1
1532,15.9,16.4
1533,21.7,27.2
1534,29.6,24.9
1535,29.2,23.5
1536,28.6,11.7
1537,16.8,29.1
1538,23.3,25.1
1539,28.2,21.4
1540,14.1,20.9
1541,10.2,20.3
1542,28.9,10.9
1543,10.7,15.9
1544,21.8,17.6
1545,21,15.9
1546,18.2,27.6
1547,16.7,16.3
1548,27,29.1
1549,16,28.2
1550,10.8,20.1
1551,17.3,28.6
1552,12.1,13.7
1553,21.3,17.6
1554,21.2,23.6
1555,23.6,26.6
1556,12.1,26.1
1557,19.2,17.9
1558,25.4,17.8
1559,28.1,26
1560,12.5,16.4
1561,26,17.9
1562,16.6,13.7
1563,13.7,14.1
1564,21.5,17
1565,26,13.8
1566,25.5,19
1567,15.5,21.2
1568,19.4,29.4
1569,22.2,13
1570,26.3,17
1571,24.5,26.3
1572,28.1,17.7
1573,10,16.9
1574,18.9,29
1575,28.3,25.7
1576,29.6,16.1
1577,15.6,18.7
1578,24.8,29.9
1579,24.2,12
1580,10.2,17.6
1581,23.1,22.3
1582,10.4,23.3
1583,13.6,11.4
1584,30,29
1585,19.7,19.6
1586,25.8,15.3
1587,11.3,11.2
1588,11.8,10
1589,14.5,19.4
1590,14.7,28.1
1591,17,16.5
1592,14.4,20.8
1593,27.8,19
1594,20.4,28.4
1595,13.5,25.8
1596,24.5,16.6
1597,28,19
1598,26.3,27.5
1599,20.3,26.3
1600,21.9,12
1601,26.7,19.3
1602,24.2,23.4
1603,28.5,19
1604,18.3,10.1
1605,23.4,13.9
1606,19.6,14.4
1607,13.9,25.3
1608,21.3,15.5
1609,10.4,14.6
1610,27.7,18.6
1611,22.9,17.2
1612,22,16.3
1613,28.2,22.2
1614,25.8,16.1
1615,17.1,17.5
1616,24.9,24.3
1617,26.5,22.9
1618,17.3,18.1
1619,29.2,19.7
1620,17.2,19.4
1621,12.8,24.5
1622,25.1,11.5
1623,29.7,14.2
1624,28.6,20.2
1625,15.8,29.2
1626,24.9,29.1
1627,13.9,11.7
1628,25.7,19
1629,19.9,27.6
1630,18,22.6
1631,27.1,22.8
1632,24.5,29.7
1633,13.4,21.2
1634,11.2,27.1
1635,21.1,11.8
1636,27.3,20.5
1637,12.7,17.2
1638,19.4,18.8
1639,14.4,28.9
1640,12.5,21.4
1641,18,15.1
1642,20.5,26.1
1643,18.8,16.5
1644,25.4,18.8
1645,23,21.1
1646,25.6,15.5
1647,15.6,14.2
1648,28.6,17.3
1649,22.7,22.7
1650,15.5,16
1651,29.7,26.4
1652,10.9,27
1653,11.2,25.9
1654,25.5,23.4
1655,17.1,27
1656,27.4,27.4
1657,12.7,29.3
1658,16.3,26.9
1659,19.6,20.4
1660,26.8,28.2
1661,24.7,24.7
1662,21.9,12.4
1663,26.1,15.2
1664,21.5,13.7
1665,12.9,15.9
1666,26.5,16.6
1667,27.3,29.6
1668,10.2,24.7
1669,13.1,21.1
1670,27.9,17.6
1671,19.7,12
1672,15.5,19.1
1673,21,29.5
1674,20.5,28.8
1675,14.2,14.7
1676,29.2,25.7
1677,16.9,19.1
1678,16.1,18.2
1679,15.5,18.2
1680,20.8,28.9
1681,15.6,24.6
1682,26,19.2
1683,14.1,28.4
1684,28.1,10.2
1685,14.8,15
1686,19.3,29.7
1687,27.4,25.4
1688,24.3,23.4
1689,27.2,28.3
1690,24.6,19.5
1691,25.2,22.9
1692,25.5,28.3
1693,10,21.1
1694,13.1,13.9
1695,27.3,26.7
1696,19.9,16.8
1697,24.2,21
1698,18.2,14.4
1699,14.7,20.2
1700,21,17.2
1701,16.2,16.2
1702,10.7,23.1
1703,14.4,28.2
1704,10.4,16.7
1705,20.8,18.7
1706,10.8,11.5
1707,14.2,20.8
1708,26.5,17.1
1709,14.7,20.2
1710,24.7,29.8
1711,17.2,16
1712,21.8,16.7
1713,18.3,18.4
1714,28.1,12.2
1715,14.5,29.8
1716,17.8,13.2
1717,24.6,27.2
1718,17.2,15.6
1719,18.3,10.9
1720,27.2,11.5
1721,15.9,12.5
1722,23.3,28.3
1723,15,11.4
1724,18.6,21.8
1725,27,12.9
1726,23.8,13.5
1727,21.1,20.9
1728,22.9,21.1
1729,17,14.9
1730,29.8,13
1731,13.6,21.7
1732,17.8,26.4
1733,11.6,26.6
1734,15.6,14.1
1735,28,26.4
1736,28.7,14.8
1737,27.7,21.7
1738,19,27.7
1739,16.9,22.8
1740,23.8,11.3
1741,21.9,10.7
1742,15,26.1
1743,24.4,12.6
1744,21.2,10.1
1745,20.5,19.2
1746,27.1,16.4
1747,13.5,14.5
1748,22.5,21.6
1749,21.5,15
1750,21.2,22.3
1751,10.2,18.4
1752,10.5,11
1753,21.3,18.4
1754,20.9,12.7
1755,15.2,13.6
1756,10.2,18
1757,21.5,20
1758,12.2,20.2
1759,16.3,21.8
1760,26.2,25
1761,27.5,12.2
1762,21.2,22.8
1763,25.5,28.8
1764,11.3,19.7
1765,19.3,20.8
1766,28.2,18.1
1767,18.9,14.2
1768,10,12.7
1769,17.6,24
1770,26.6,28.1
1771,11.7,16
1772,15.2,11.6
1773,20.5,26
1774,24.5,19.7
1775,28.7,17
1776,25.6,15.1
1777,15.3,26.8
1778,21.1,21.8
1779,27.6,28.4
1780,12,12.9
1781,29,13.4
1782,18.1,25.5
1783,22.4,12.4
1784,21.4,20.6
1785,22.7,19.5
1786,26,22.1
1787,21.8,27.5
1788,26.4,24.3
1789,14.9,21.1
1790,28.3,27
1791,17.3,27.5
1792,11.8,20.6
1793,19.1,16.3
1794,18.4,12.5
1795,29.6,26.9
1796,28,29.2
1797,10.4,24.2
1798,19,24.3
1799,15.4,13.7
1800,10.6,13.6
1801,12.4,25.2
1802,27.4,29.2
1803,19,17.5
1804,11.7,23.8
1805,26.7,20.2
1806,17.4,24.8
1807,19.5,14.5
1808,27.3,21.6
1809,13.6,26.7
1810,17.1,20.7
1811,27.6,23.4
1812,22,28.2
1813,24.1,11.8
1814,14.1,18.1
1815,16.6,24.4
1816,20.2,21.5
1817,13.9,24.1
1818,16.5,11.2
1819,25.9,27.9
1820,15.9,16
1821,27.3,23
1822,24.9,25
1823,15.4,15.1
1824,29.3,27.8
1825,12.6,10.7
1826,29.3,28.7
1827,10.1,28.6
1828,10.1,10
1829,29.4,15.8
1830,22.4,21.8
1831,19.6,20.1
1832,15,20.1
1833,28.7,11.8
1834,16,13.6
1835,18,11.6
1836,26.4,30
1837,26.8,19.3
1838,18.4,20.9
1839,20.4,20.7
1840,17.6,13.8
1841,14.4,16.5
1842,25.6,14.2
1843,23.6,18.3
1844,30,13.2
1845,22.5,13
1846,19.9,20.7
1847,11.5,24.7
1848,12.8,20.4
1849,15.6,18.6
1850,28.1,20
1851,15.4,22.9
1852,16,11.6
1853,28.3,24.7
1854,25.7,22.6
1855,23.4,29.6
1856,16.9,22.1
1857,24.2,14.2
1858,28.5,13.1
1859,19,29.3
1860,29,18
1861,17.4,29.7
1862,17,17.4
1863,27.2,19.4
1864,10.2,22.9
1865,18.9,22.6
1866,11.2,16.3
1867,26.3,17.4
1868,18.6,13.1
1869,13.6,18.9
1870,14.5,10.4
1871,27.6,19.9
1872,22.9,17.1
1873,17.9,12.5
1874,28.6,11.5
1875,25.4,19.2
1876,13.6,14.3
1877,24.5,27.4
1878,22,23.9
1879,29.5,22.2
1880,12.3,18.1
1881,28,16.5
1882,15.2,11.1
1883,22.3,22.5
1884,20.6,14.2
1885,23.4,28
1886,25,19.7
1887,16.2,27.1
1888,17.1,19.7
1889,18.7,20.8
1890,18.3,24.3
1891,14.5,23.5
1892,20.4,29.1
1893,12.2,16.2
1894,16.5,19.1
1895,11.5,13.1
1896,22.2,22
1897,17,25.9
1898,23.9,24
1899,18,28.1
1900,16.9,15.8
1901,20.3,24.4
1902,25.8,22.7
1903,29.2,18.7
1904,23.2,25.5
1905,16.3,18.7
1906,23.6,10.3
1907,14.6,18.1
1908,24.7,29.1
1909,17.4,25.6
1910,11.2,13.5
1911,18.2,23
1912,27,14.9
1913,19.5,11.9
1914,15.9,27.9
1915,17.4,22.8
1916,20.3,28.5
1917,14.3,23.7
1918,18.5,11.8
1919,19.8,29.6
1920,18,25.7
1921,22.6,22.3
1922,29.9,19.4
1923,13.5,13.3
1924,17.5,21
1925,17.8,13.2
1926,23.8,21.9
1927,15.5,30
1928,27.2,28
1929,22.2,13.7
1930,24.3,27.8
1931,29.6,18.5
1932,24,26.5
1933,24.8,26.3
1934,14.9,10.9
1935,14.6,15.5
1936,24.1,18
1937,14.2,12.5
1938,23.9,17
1939,27.6,17.7
1940,13.8,10.3
1941,18.8,16.8
1942,19.1,22.6
1943,30,16.6
1944,26,24.6
1945,17.4,25.4
1946,17.4,18.9
1947,12.3,23.4
1948,16.5,14.7
1949,12.9,29.9
1950,10.9,16.5
1951,19.9,25.7
1952,23.7,23.1
1953,20.1,16.8
1954,25.9,15.2
1955,27,13.6
1956,24.1,28.2
1957,20.5,12.2
1958,22.8,28.4
1959,23.2,17.3
1960,26,14.5
1961,18.3,17.7
1962,22.9,11.4
1963,12.3,23.2
1964,15.1,26.6
1965,24.5,10.7
1966,21.2,27.1
1967,13.8,17.2
1968,29.9,19.6
1969,27.9,14.2
1970,25.6,27.8
1971,20,12.4
1972,19.5,20.5
1973,27.4,28.8
1974,13.2,20.7
1975,17.1,11
1976,25.6,20.1
1977,25.7,14.5
1978,29.6,17.1
1979,21.7,26.5
1980,16.8,13.4
1981,19.3,21
1982,24.9,26.7
1983,24.3,11.1
1984,26.9,19.7
1985,20,22.3
1986,22.4,28
1987,11.9,21.3
1988,10.7,20.7
1989,20,13.1
1990,22.1,15.1
1991,15.4,15.8
1992,10.4,17.6
1993,22.3,21.4
1994,21.6,21.6
1995,11.8,28.4
1996,21.2,27.8
1997,19.8,24.1
1998,19.5,29.8
1999,25.3,12.8
2000,12.3,13.4
2001,22.6,15.7
2002,23.4,20.8
2003,16.6,19.4
2004,26.7,15.7
2005,29.4,16.4
2006,26.8,21.4
2007,29.7,17.7
2008,28.2,10.8
2009,29.9,24.6
2010,29.8,17.4
2011,25.3,29.1
2012,25.8,27.1
2013,23.8,20.2
2014,16.4,14
2015,22.3,18.9
2016,11.4,20.4
